"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2025 ORDINANCE (AMOUNT $)"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2978","HIV Behavioral Surveillance","0229","Transportation and Expense Allowance","$1,500.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2978","HIV Behavioral Surveillance","0340","Material and Supplies","$300.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2978","HIV Behavioral Surveillance","0801","Indirect Costs","$10,504.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2978","HIV Behavioral Surveillance","909A","Reserve Balance","$591,000.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2979","Adult Viral Hepatitis","0005","Salaries and Wages - on Payroll","$136,558.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2979","Adult Viral Hepatitis","0044","Fringe Benefits","$92,875.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2979","Adult Viral Hepatitis","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$303,787.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2979","Adult Viral Hepatitis","0270","Local Transportation","$1,780.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2979","Adult Viral Hepatitis","0999","To Provide for Cultural Programming and Development Grants","$15,000.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2979","Adult Viral Hepatitis","909A","Reserve Balance","$2,051,000.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2984","Summer Food Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$99,400.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2984","Summer Food Program","0270","Local Transportation","$6,600.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2984","Summer Food Program","0350","Stationery and Office Supplies","$44,000.00"
"GRANTS","925F","Federal Grant Fund","41","Chicago Department of Public Health","2984","Summer Food Program","909A","Reserve Balance","$276,000.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0005","Salaries and Wages - on Payroll","$184,249.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0044","Fringe Benefits","$115,039.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$66,287.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0229","Transportation and Expense Allowance","$8,000.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0340","Material and Supplies","$7,312.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$29,113.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2714","Air Pollution Control Program","909A","Reserve Balance","$813,000.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","282E","Healthy Chicago 3.0","909A","Reserve Balance","$65,000.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","282J","Crisis Assistance Response and Engagement","909A","Reserve Balance","$118,000.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","282K","NFL Social Justice","909A","Reserve Balance","$79,000.00"
"GRANTS","925L","Local Public and Private Grant Fund","41","Chicago Department of Public Health","2884","Lead Based Paint Hazard Control (Torrens Fund)","909A","Reserve Balance","$315,000.00"
"GRANTS","925S","State Grant Fund","41","Chicago Department of Public Health","2720","Underground Storage Tank Inspection","0005","Salaries and Wages - on Payroll","$369,347.00"
