"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2024 ORDINANCE (AMOUNT $)"
"GRANTS","G650","Women Infant and Childrens Nutrition","41","Chicago Department of Public Health","2808","Women Infants and Children Nutrition","0044","Fringe Benefits","$1,360,352.00"
"GRANTS","G650","Women Infant and Childrens Nutrition","41","Chicago Department of Public Health","2808","Women Infants and Children Nutrition","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,669,053.00"
"GRANTS","G663","Air Pollution Control Program","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$410,000.00"
"GRANTS","G664","Air Pollution Control Program","41","Chicago Department of Public Health","2714","Air Pollution Control Program","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$410,000.00"
"GRANTS","G669","Comprehensive Health Protection - Tick Surveillance","41","Chicago Department of Public Health","282L","Comprehensive Health Protection - Tick Surveillance","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$4,125.00"
"GRANTS","G670","Comprehensive Health Protection","41","Chicago Department of Public Health","282L","Comprehensive Health Protection - Tick Surveillance","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$4,600.00"
"GRANTS","G676","Outcomes to Reduce the Burden of Commercial Tobacco Products","41","Chicago Department of Public Health","282M","Reducing the Burden of Tobacco Products","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$375,000.00"
"GRANTS","G684","Outcomes to Reduce the Burden of Menthol and Other Flavored Tobacco Prod","41","Chicago Department of Public Health","282M","Reducing the Burden of Tobacco Products","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$412,500.00"
"GRANTS","G689","National Network of Sex Transmitted Diseases Clinical Prevent Ctrs (NNPTC)","41","Chicago Department of Public Health","2814","Sexually Transmitted Disease Prevention","0135","For Delegate Agencies","$184,000.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0005","Salaries and Wages - on Payroll","$8,626,614.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0006","Salary Provision","$4,321,781.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0015","Schedule Salary Adjustments","$110,199.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0044","Fringe Benefits","$6,109,564.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0091","Uniform Allowance","$6,800.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0135","For Delegate Agencies","$67,843,389.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$42,952,674.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0149","For Software Maintenance and Licensing","$363,512.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0150","Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services","$35,000.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0155","Rental of Property","$992,660.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0157","Rental of Equipment and Services","$239,259.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0159","Lease Purchase Agreements for Equipment and Machinery","$125,399.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0162","Repair/Maintenance of Equipment","$535,378.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0169","Technical Meeting Costs","$16,165.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0181","Mobile Communication Services","$57,777.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0189","Telephone - Non-Centrex Billings","$5,550.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0190","Telephone - Centrex Billings","$32,153.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0196","Data Circuits","$15,000.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0229","Transportation and Expense Allowance","$22,000.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0270","Local Transportation","$8,228.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0340","Material and Supplies","$64,518.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0342","Drugs, Medicine and Chemical Materials","$995,000.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0350","Stationery and Office Supplies","$46,938.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0420","Furniture and Fixtures","$74,325.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","41","Chicago Department of Public Health","290H","American Rescue Plan Fiscal Recovery","0446","For the Purchase of IT and Data Communication Hardware","$241,602.00"
"GRANTS","GA01","Building Epidemiology and Laboratory Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0005","Salaries and Wages - on Payroll","$162,529.00"
"GRANTS","GA01","Building Epidemiology and Laboratory Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0044","Fringe Benefits","$105,242.00"
"GRANTS","GA01","Building Epidemiology and Laboratory Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$26,704,229.00"
"GRANTS","GA06","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0005","Salaries and Wages - on Payroll","$92,619.00"
"GRANTS","GA06","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0044","Fringe Benefits","$59,974.00"
"GRANTS","GA06","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$2,080,407.00"
"GRANTS","GA08","Sexually Transmitted Disease Prevention","41","Chicago Department of Public Health","2814","Sexually Transmitted Disease Prevention","0135","For Delegate Agencies","$50,000.00"
"GRANTS","GA09","Public Health Crisis Response","41","Chicago Department of Public Health","281G","Public Health Crisis Response","0005","Salaries and Wages - on Payroll","$1,271,895.00"
"GRANTS","GA09","Public Health Crisis Response","41","Chicago Department of Public Health","281G","Public Health Crisis Response","0006","Salary Provision","$109,601.00"
"GRANTS","GA09","Public Health Crisis Response","41","Chicago Department of Public Health","281G","Public Health Crisis Response","0015","Schedule Salary Adjustments","$24,853.00"
"GRANTS","GA09","Public Health Crisis Response","41","Chicago Department of Public Health","281G","Public Health Crisis Response","0044","Fringe Benefits","$861,457.00"
"GRANTS","GA09","Public Health Crisis Response","41","Chicago Department of Public Health","281G","Public Health Crisis Response","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$13,291,194.00"
"GRANTS","GA19","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$885,000.00"
"GRANTS","GA20","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0005","Salaries and Wages - on Payroll","$464,387.00"
"GRANTS","GA20","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0015","Schedule Salary Adjustments","$6,188.00"
"GRANTS","GA20","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0044","Fringe Benefits","$314,648.00"
"GRANTS","G004","Head Start and Early Head Start","50","Department of Family and Support Services","2860","Head Start and Early Head Start","0015","Schedule Salary Adjustments","$28,425.00"
"GRANTS","GA20","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$2,384,777.00"
"GRANTS","GA21","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,309,000.00"
"GRANTS","GA22","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,200,000.00"
"GRANTS","GA23","Immunization And Vaccines For Children","41","Chicago Department of Public Health","2820","Vaccine Preventable Diseases","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,123,000.00"
"GRANTS","GA24","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,887,000.00"
"GRANTS","GA30","Sexually Transmitted Disease Prevention","41","Chicago Department of Public Health","2814","Sexually Transmitted Disease Prevention","0135","For Delegate Agencies","$3,373,000.00"
"GRANTS","GA31","Sexually Transmitted Disease Prevention","41","Chicago Department of Public Health","2814","Sexually Transmitted Disease Prevention","0135","For Delegate Agencies","$3,421,000.00"
"GRANTS","GA32","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$45,000.00"
"GRANTS","GA33","Strengthening Health Infrastructure  Workforce  and Data Systems","41","Chicago Department of Public Health","282G","US Public Health Pathogens Genomics Centers of Excellence","0005","Salaries and Wages - on Payroll","$3,454,278.00"
"GRANTS","GA33","Strengthening Health Infrastructure  Workforce  and Data Systems","41","Chicago Department of Public Health","282G","US Public Health Pathogens Genomics Centers of Excellence","0015","Schedule Salary Adjustments","$12,336.00"
"GRANTS","GA33","Strengthening Health Infrastructure  Workforce  and Data Systems","41","Chicago Department of Public Health","282G","US Public Health Pathogens Genomics Centers of Excellence","0044","Fringe Benefits","$2,552,510.00"
"GRANTS","GA33","Strengthening Health Infrastructure  Workforce  and Data Systems","41","Chicago Department of Public Health","282G","US Public Health Pathogens Genomics Centers of Excellence","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$21,086,876.00"
"GRANTS","GA34","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$260,000.00"
"GRANTS","GA35","Epidemiology & Laboratory Capacity For Prevention","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$175,000.00"
"GRANTS","GA38","Strengthening Health Infrastructure  Workforce  and Data Systems","41","Chicago Department of Public Health","282G","US Public Health Pathogens Genomics Centers of Excellence","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$2,646,912.00"
"GRANTS","GA39","Strengthening Health Infrastructure  Workforce  and Data Systems","41","Chicago Department of Public Health","282G","US Public Health Pathogens Genomics Centers of Excellence","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,902,829.00"
"GRANTS","GA40","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$3,668,231.00"
"GRANTS","GA41","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$2,140,000.00"
"GRANTS","GA42","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$2,162,000.00"
"GRANTS","GA43","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$2,129,948.00"
"GRANTS","GA48","Building Epidemiology and Health IT Capacity","41","Chicago Department of Public Health","2710","Building Epidemiology and Health IT Capacity","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$50,000.00"
"GRANTS","0833","MOPD Private Funded Programs","48","Mayor's Office for People with Disabilities","2819","MOPD - Private Grants","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$191,000.00"
"GRANTS","0833","MOPD Private Funded Programs","48","Mayor's Office for People with Disabilities","2820","Empowered Cities Initiative","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$81,000.00"
"GRANTS","0J87","CHA Home Modification Program","48","Mayor's Office for People with Disabilities","2818","CHA Home Modification Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$82,000.00"
"GRANTS","0W78","RTA - ADA Certification Appeals","48","Mayor's Office for People with Disabilities","2832","RTA - ADA Certification Appeals Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$13,000.00"
"GRANTS","G338","Substance Use Prevention Program for the Deaf and Hard of Hearing","48","Mayor's Office for People with Disabilities","2805","Substance Prevention Use Deaf","0006","Salary Provision","$196,032.00"
"GRANTS","G467","Training and Services to End Violence Against Women with Disabilities","48","Mayor's Office for People with Disabilities","280A","Violence Against Women Domestic Violence","0005","Salaries and Wages - on Payroll","$57,508.00"
"GRANTS","G532","Body-Worn Camera Policy & Implementation","57","Chicago Police Department","280H","Body Worn Cameras","0006","Salary Provision","$850,000.00"
"GRANTS","G467","Training and Services to End Violence Against Women with Disabilities","48","Mayor's Office for People with Disabilities","280A","Violence Against Women Domestic Violence","0006","Salary Provision","$10,148.00"
"GRANTS","G467","Training and Services to End Violence Against Women with Disabilities","48","Mayor's Office for People with Disabilities","280A","Violence Against Women Domestic Violence","0015","Schedule Salary Adjustments","$1,512.00"
"GRANTS","G467","Training and Services to End Violence Against Women with Disabilities","48","Mayor's Office for People with Disabilities","280A","Violence Against Women Domestic Violence","0044","Fringe Benefits","$42,495.00"
"GRANTS","G467","Training and Services to End Violence Against Women with Disabilities","48","Mayor's Office for People with Disabilities","280A","Violence Against Women Domestic Violence","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$313,337.00"
"GRANTS","G498","Disabled Survivors of Gun and Community Violence Assistance Program","48","Mayor's Office for People with Disabilities","2833","Disabled Survivors of Gun and Community Violence Assistance Program","0005","Salaries and Wages - on Payroll","$57,508.00"
"GRANTS","G498","Disabled Survivors of Gun and Community Violence Assistance Program","48","Mayor's Office for People with Disabilities","2833","Disabled Survivors of Gun and Community Violence Assistance Program","0006","Salary Provision","$10,148.00"
"GRANTS","G498","Disabled Survivors of Gun and Community Violence Assistance Program","48","Mayor's Office for People with Disabilities","2833","Disabled Survivors of Gun and Community Violence Assistance Program","0015","Schedule Salary Adjustments","$1,512.00"
"GRANTS","G498","Disabled Survivors of Gun and Community Violence Assistance Program","48","Mayor's Office for People with Disabilities","2833","Disabled Survivors of Gun and Community Violence Assistance Program","0044","Fringe Benefits","$42,495.00"
"GRANTS","G498","Disabled Survivors of Gun and Community Violence Assistance Program","48","Mayor's Office for People with Disabilities","2833","Disabled Survivors of Gun and Community Violence Assistance Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$238,337.00"
"GRANTS","G528","Substance Use Prevention Program for the Deaf and Hard of Hearing","48","Mayor's Office for People with Disabilities","2805","Substance Prevention Use Deaf","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$40,000.00"
"GRANTS","G529","Substance Use Prevention Program for the Deaf and Hard of Hearing","48","Mayor's Office for People with Disabilities","2805","Substance Prevention Use Deaf","0005","Salaries and Wages - on Payroll","$105,469.00"
"GRANTS","G529","Substance Use Prevention Program for the Deaf and Hard of Hearing","48","Mayor's Office for People with Disabilities","2805","Substance Prevention Use Deaf","0015","Schedule Salary Adjustments","$398.00"
"GRANTS","G529","Substance Use Prevention Program for the Deaf and Hard of Hearing","48","Mayor's Office for People with Disabilities","2805","Substance Prevention Use Deaf","0044","Fringe Benefits","$85,133.00"
"GRANTS","G583","CHA Home Modification Program","48","Mayor's Office for People with Disabilities","2818","CHA Home Modification Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$92,000.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","48","Mayor's Office for People with Disabilities","290H","ARP Fiscal Recovery","0006","Salary Provision","$48,878.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","48","Mayor's Office for People with Disabilities","290H","ARP Fiscal Recovery","0135","For Delegate Agencies","$4,925,000.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","48","Mayor's Office for People with Disabilities","290H","ARP Fiscal Recovery","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$25,562.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","48","Mayor's Office for People with Disabilities","290H","ARP Fiscal Recovery","0270","Local Transportation","$60.00"
"GRANTS","GA00","Coronavirus Local Fiscal Recovery Fund","48","Mayor's Office for People with Disabilities","290H","ARP Fiscal Recovery","0340","Material and Supplies","$500.00"
"GRANTS","005C","Community Development Block Grant - CARES ACT","50","Department of Family and Support Services","2981","Domestic Violence Hotline","0135","For Delegate Agencies","$12,000.00"
"GRANTS","005C","Community Development Block Grant - CARES ACT","50","Department of Family and Support Services","2985","Homeless Shelter","0135","For Delegate Agencies","$1,100,000.00"
"GRANTS","005C","Community Development Block Grant - CARES ACT","50","Department of Family and Support Services","2987","Workforce Services","0135","For Delegate Agencies","$554,000.00"
"GRANTS","009C","Emergency Solutions","50","Department of Family and Support Services","2944","Emergency Solutions","0135","For Delegate Agencies","$700,000.00"
"GRANTS","0168","Winter Shelter for the Homeless","50","Department of Family and Support Services","2822","Warming Center Program - Service Tax Trust Fund","0135","For Delegate Agencies","$35,000.00"
"GRANTS","033C","Community Development Block Grant - CARES Act","50","Department of Family and Support Services","280C","Youth Services","0135","For Delegate Agencies","$100,000.00"
"GRANTS","033C","Community Development Block Grant - CARES Act","50","Department of Family and Support Services","2827","Services to Victims of Domestic Violence","0135","For Delegate Agencies","$880,000.00"
"GRANTS","033C","Community Development Block Grant - CARES Act","50","Department of Family and Support Services","2987","Workforce Services","0135","For Delegate Agencies","$578,000.00"
"GRANTS","0L26","Assistance Grants for Victims of Human Trafficking","50","Department of Family and Support Services","2966","Assistance for Victims of Human Trafficking","0135","For Delegate Agencies","$375,000.00"
"GRANTS","0W33","Assistance Grants for Victims of Human Trafficking","50","Department of Family and Support Services","2966","Assistance for Victims of Human Trafficking","0135","For Delegate Agencies","$82,000.00"
"GRANTS","G004","Head Start and Early Head Start","50","Department of Family and Support Services","2860","Head Start and Early Head Start","0005","Salaries and Wages - on Payroll","$4,509,531.00"
"GRANTS","G004","Head Start and Early Head Start","50","Department of Family and Support Services","2860","Head Start and Early Head Start","0006","Salary Provision","$24,621,541.00"
"GRANTS","G004","Head Start and Early Head Start","50","Department of Family and Support Services","2860","Head Start and Early Head Start","0044","Fringe Benefits","$2,973,503.00"
"GRANTS","G004","Head Start and Early Head Start","50","Department of Family and Support Services","2860","Head Start and Early Head Start","0135","For Delegate Agencies","$91,405,000.00"
"GRANTS","G127","Area Plan on Aging","50","Department of Family and Support Services","2904","Area Plan on Aging","0135","For Delegate Agencies","$8,000,000.00"
"GRANTS","G303","Chicago Domestic Violence Help Line","50","Department of Family and Support Services","2923","Chicago Domestic Violence Help Line","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$276,000.00"
"GRANTS","G334","Juvenile Justice System Girls Empowerment And Motivation Series","50","Department of Family and Support Services","280F","Reducing Risk for Girls in the Juvenile Justice System","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$371,000.00"
"GRANTS","G343","Senior Medicare Patrol","50","Department of Family and Support Services","2945","Senior Medicare Patrol","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$26,000.00"
"GRANTS","G344","Long Term Care Ombudsman","50","Department of Family and Support Services","2836","Long Term Care Ombudsman Program - CMP","0005","Salaries and Wages - on Payroll","$90,660.00"
"GRANTS","G344","Long Term Care Ombudsman","50","Department of Family and Support Services","2836","Long Term Care Ombudsman Program - CMP","0006","Salary Provision","$202,340.00"
"GRANTS","G345","Medicare Improvements For Patients And Providers","50","Department of Family and Support Services","2937","Medicare Improvements for Patients and Providers Act","0006","Salary Provision","$147,000.00"
"GRANTS","G345","Medicare Improvements For Patients And Providers","50","Department of Family and Support Services","2937","Medicare Improvements for Patients and Providers Act","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$147,000.00"
"GRANTS","G346","Senior Benefits Access Application Program","50","Department of Family and Support Services","2977","Senior Benefits Access Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$200,000.00"
"GRANTS","G347","Longterm Care System Development","50","Department of Family and Support Services","2820","Long Term Care System Development","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$62,000.00"
"GRANTS","G348","Senior Health Assistance Program","50","Department of Family and Support Services","2946","Senior Health Assistance Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$334,000.00"
"GRANTS","G349","Elder Abuse And Neglect","50","Department of Family and Support Services","2846","Elder Abuse and Neglect","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$62,000.00"
"GRANTS","G351","Area Plan On Aging","50","Department of Family and Support Services","2904","Area Plan on Aging","0005","Salaries and Wages - on Payroll","$6,934,270.00"
"GRANTS","G351","Area Plan On Aging","50","Department of Family and Support Services","2904","Area Plan on Aging","0015","Schedule Salary Adjustments","$65,880.00"
"GRANTS","G351","Area Plan On Aging","50","Department of Family and Support Services","2904","Area Plan on Aging","0044","Fringe Benefits","$4,527,407.00"
"GRANTS","G351","Area Plan On Aging","50","Department of Family and Support Services","2904","Area Plan on Aging","0135","For Delegate Agencies","$2,738,443.00"
"GRANTS","G356","Child Care Services","50","Department of Family and Support Services","2943","Child Care Services","0135","For Delegate Agencies","$7,816,000.00"
"GRANTS","G357","Early Childhood Block Grant","50","Department of Family and Support Services","2962","Early Childhood Block Grant","0135","For Delegate Agencies","$101,125,000.00"
"GRANTS","G359","Chicago Domestic Violence Help Line","50","Department of Family and Support Services","2923","Chicago Domestic Violence Help Line","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$357,000.00"
"GRANTS","G360","Chicago Domestic Violence Help Line","50","Department of Family and Support Services","2923","Chicago Domestic Violence Help Line","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$455,000.00"
"GRANTS","G361","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$11,800,000.00"
"GRANTS","G363","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0135","For Delegate Agencies","$4,441,000.00"
"GRANTS","G365","CHA Family Supportive Services","50","Department of Family and Support Services","2896","CHA Family Supportive Services","0005","Salaries and Wages - on Payroll","$346,464.00"
"GRANTS","G365","CHA Family Supportive Services","50","Department of Family and Support Services","2896","CHA Family Supportive Services","0015","Schedule Salary Adjustments","$3,333.00"
"GRANTS","G365","CHA Family Supportive Services","50","Department of Family and Support Services","2896","CHA Family Supportive Services","0044","Fringe Benefits","$224,345.00"
"GRANTS","G365","CHA Family Supportive Services","50","Department of Family and Support Services","2896","CHA Family Supportive Services","0135","For Delegate Agencies","$1,390,658.00"
"GRANTS","G365","CHA Family Supportive Services","50","Department of Family and Support Services","2896","CHA Family Supportive Services","0801","Indirect Costs","$189,200.00"
"GRANTS","G366","Area Plan On Aging-State","50","Department of Family and Support Services","2904","Area Plan on Aging","0135","For Delegate Agencies","$16,639,000.00"
"GRANTS","G368","Senior Companion Project-State Match","50","Department of Family and Support Services","2868","Senior Companion Project - Action","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$41,000.00"
"GRANTS","G369","Senior Companion Project-City Match","50","Department of Family and Support Services","2868","Senior Companion Project - Action","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$357,000.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0044","Fringe Benefits","$3,166,002.00"
"GRANTS","G369","Senior Companion Project-City Match","50","Department of Family and Support Services","2868","Senior Companion Project - Action","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$139,000.00"
"GRANTS","G370","State Foster Grandparents","50","Department of Family and Support Services","2818","State Foster Grandparents","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$59,000.00"
"GRANTS","G371","Foster Grandparents-City Match","50","Department of Family and Support Services","2815","Foster Grandparents","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$245,000.00"
"GRANTS","G372","Foster Grandparents","50","Department of Family and Support Services","2815","Foster Grandparents","0135","For Delegate Agencies","$894,000.00"
"GRANTS","G373","Area Plan On Aging-City Match","50","Department of Family and Support Services","2904","Area Plan on Aging","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$186,000.00"
"GRANTS","G374","Area Plan On Aging-Program Income","50","Department of Family and Support Services","2904","Area Plan on Aging","0135","For Delegate Agencies","$150,000.00"
"GRANTS","G453","Early Head Start -Child Care Partnership","50","Department of Family and Support Services","2860","Head Start and Early Head Start","0006","Salary Provision","$17,500,000.00"
"GRANTS","G453","Early Head Start -Child Care Partnership","50","Department of Family and Support Services","2860","Head Start and Early Head Start","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$3,104,000.00"
"GRANTS","G482","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$537,000.00"
"GRANTS","G483","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0135","For Delegate Agencies","$179,000.00"
"GRANTS","G484","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0091","Uniform Allowance","$509,000.00"
"GRANTS","G485","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0135","For Delegate Agencies","$170,000.00"
